Rank,Site,SNI,HTTP,DNS
10001,ipn.mx,open,open,open
10002,qpic.cn,open,open,open
10003,tabloidbintang.com,open,open,open
10004,free-power-point-templates.com,open,open,open
10005,xilu.com,open,blocked,open
10006,barcin.com,open,open,open
10007,recruitmentform.co.in,open,open,open
10008,huaren.us,open,blocked,open
10009,imperiaonline.org,open,open,open
10010,expedia.de,open,open,open
10011,mzamin.com,open,open,open
10012,chinafloor.cn,open,open,open
10013,listal.com,open,open,open
10014,neilpatel.com,open,open,open
10015,wisgoon.com,open,open,open
10016,technologyreview.com,open,open,open
10017,vz.lt,open,open,open
10018,legifrance.gouv.fr,open,open,open
10019,comixology.com,blocked,blocked,blocked
10020,booklive.jp,open,open,open
10021,benchmarkemail.com,open,open,open
10022,pdfescape.com,open,open,open
10023,coindesk.com,open,open,open
10024,songsterr.com,open,open,open
10025,random.org,open,open,open
10026,shahrzadseries.com,open,open,open
10027,copy.com,open,open,open
10028,ra2ej.com,open,open,open
10029,preloved.co.uk,open,open,open
10030,littlewoods.com,open,open,open
10031,tui.com,open,open,open
10032,ryusoku.com,open,open,open
10033,emeraldinsight.com,open,open,open
10034,tw116.com,open,open,open
10035,wow.com,open,open,open
10036,airarabia.com,open,open,open
10037,przegladsportowy.pl,open,open,open
10038,filmstreamvk.com,open,open,open
10039,jeunesseglobal.com,open,open,open
10040,videograbby.com,open,blocked,open
10041,pointservice.com,open,open,unknown
10042,diariocorreo.pe,open,open,open
10043,dlisted.com,open,blocked,open
10044,streetdirectory.com,open,open,open
10045,barrons.com,open,open,open
10046,sellfy.com,open,open,open
10047,elisa.fi,open,open,open
10048,xem.vn,open,open,open
10049,ninjakiwi.com,open,open,open
10050,imgflare.com,open,open,open
10051,blender.org,open,open,open
10052,12tomatoes.com,open,open,open
10053,shogi.or.jp,open,open,unknown
10054,dartmouth.edu,open,open,open
10055,appnexus.com,open,open,open
10056,foxsports.com.au,open,open,open
10057,bingj.com,open,open,open
10058,lse.ac.uk,open,open,open
10059,installopensoftware.com,open,open,open
10060,tripadvisor.co.za,open,open,open
10061,activehosted.com,open,open,open
10062,justfab.com,open,open,open
10063,kekkon-sokuho.com,open,open,unknown
10064,yesbank.in,open,open,open
10065,keurig.com,open,open,open
10066,ishuhui.com,open,open,open
10067,runrun.es,open,open,open
10068,veritenews.com,open,open,open
10069,indiatvnews.com,open,blocked,open
10070,diariolibre.com,open,open,open
10071,opinion.al,open,open,open
10072,cw.com.tw,open,open,open
10073,panasonic.biz,open,open,open
10074,dingtalk.com,open,open,open
10075,citethisforme.com,open,open,open
10076,prefiles.com,open,open,open
10077,typekit.com,open,open,open
10078,sweb.ru,open,open,open
10079,whentowork.com,open,open,open
10080,hypovereinsbank.de,open,open,open
10081,parsijoo.ir,open,open,open
10082,gofugyourself.com,open,blocked,open
10083,netbeans.org,open,open,open
10084,zv.fm,open,open,open
10085,portail.free.fr,open,blocked,open
10086,hk-bici.net,open,open,open
10087,ancensored.com,open,blocked,open
10088,ansarbank.com,open,open,open
10089,nationwide.com,open,open,open
10090,oniyomediary.com,open,open,open
10091,snapwidget.com,open,open,open
10092,tlife.gr,open,open,open
10093,r-project.org,open,open,open
10094,ahlynews.com,open,open,open
10095,innamag.com,open,open,open
10096,payserve.com,open,blocked,open
10097,dot.tk,open,open,open
10098,aiweibang.com,open,open,open
10099,it-ebooks.info,open,open,open
10100,leadzuaf.com,open,open,open
10101,bolha.com,open,open,open
10102,dickblick.com,open,open,open
10103,natura.net,open,open,open
10104,meb.k12.tr,open,open,unknown
10105,myhermes.de,open,open,open
10106,travel.co.jp,open,open,open
10107,matchtv.ru,open,open,open
10108,jaeapp.com,open,open,unknown
10109,pornonacionalvideos.com,open,blocked,open
10110,tldp.org,open,open,open
10111,pornicom.com,open,blocked,open
10112,wooyun.org,open,open,open
10113,cjdby.net,open,open,open
10114,maltapark.com,open,open,open
10115,nameberry.com,open,open,open
10116,public.gr,open,open,open
10117,suny.edu,open,open,open
10118,open-open.com,open,open,open
10119,obconline.co.in,open,open,open
10120,soccervista.com,open,blocked,open
10121,collective-evolution.com,open,open,open
10122,global-free-classified-ads.com,open,open,open
10123,duba.net,open,open,open
10124,qcomment.ru,open,open,open
10125,unicesumar.edu.br,open,open,open
10126,vic.edu.au,open,open,unknown
10127,hackforums.net,open,open,open
10128,thehealthsite.com,open,open,open
10129,dotnetperls.com,open,open,open
10130,alukah.net,open,blocked,open
10131,guru99.com,open,open,open
10132,paisdelosjuegos.es,open,open,open
10133,temple.edu,open,open,open
10134,oszone.net,open,open,open
